Additional Features,Antivirus,Backlit Keyboard,Battery Backup,Battery Cell,Bluetooth,Brand,Brightness,Cache,Certification,Chipset,Clock Speed,Color,Color Gamut,Covered in Warranty,Dedicated Graphic Memory Capacity,Dedicated Graphic Memory Type,Dimensions,Disk Drive,Dock Port,Domestic Warranty,EMMC Storage Capacity,Ethernet,Expandable Memory,Expandable SSD Capacity,Face Recognition,Finger Print Sensor,Firewire Port,Graphic Processor,HDD Capacity,HDMI Port,Hardware Interface,Inbuilt 4G LTE,Included Software,Internal Mic,International Warranty,Keyboard,Laptop Bag,Lock Port,MS Office Provided,Memory Slots,Mic In,Model Name,Model Number,Multi Card Slot,NFC Support,Not Covered in Warranty,Number of Cores,OS Architecture,Operating System,Optane Memory,Other Accessories,Part Number,Pointer Device,Power Supply,Price,Processor Brand,Processor Generation,Processor Name,Processor Variant,RAM,RAM Frequency,RAM Type,RJ11,RJ45,RPM,Read/Write Speed,Recovery Options,Refresh Rate,S-video,SSD,SSD Capacity,Sales Package,Screen Resolution,Screen Size,Screen Type,Security Chip,Series,Sound Chip,Sound Properties,Speakers,Storage Type,Stylus Included,Suitable For,Supported Operating System,System Architecture,TGP,Touchscreen,Type,USB Port,VGA Port,Warranty Service Type,Warranty Summary,Web Camera,Weight,Wireless LAN,Wireless WAN
,,,,3 cell,v5.0,HP Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq3066TU Thin and Light Lapt...,,,,,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,Jet Black,,Manufacturing Defects,,,358 x 242 x 17.9 mm,Not Available,,,,,,,,No,,Intel Integrated UHD,,,,,,Yes,,"Full-size, Jet Black keyboard with numeric keypad",,,Yes,,,15s- fq3066TU,15s- fq3066TU,,,Physical Damage,,,Windows 11 Home,,,7W475PA#ACJ,,,"₹24,628",Intel,,Celeron Dual Core,N4500,8 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,39.62 cm (15.6 inch),"HD, micro-edge, BrightView, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",,,,,Yes,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",,Onsite,1 Year Onsite Warranty,HP True Vision 720p HD camera,1.69 Kg,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),
45 Wh Li-ion,,No,Upto 11.5 hours,,v5.0,Lenovo IdeaPad 3 Intel Core i3 10th Gen 10110U - (4 GB/256 GB SSD/Windows 11 Home) 81WB010XIN||81WB011...,,4,,,2.1 GHz with Turbo Boost Upto 4.1 GHz,Platinum Grey,,Manufacturer’s warranty against faulty workmanship or defective parts,,,362.2 x 253.4 x 19.9mm,Not Available,,2 Year,,,Upto 12 GB,,,No,,Intel Integrated UHD,,1 x HDMI Port(1.4),,,Office Home and Student 2019 included,Built-in array microphone,,"Non-backlit, English",,,Yes,,Yes,IdeaPad 3,81WB010XIN||81WB0112IN||81WB0158IN,,,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,2,64 bit,Windows 11 Home,,,81WB01BDIN,,45 W AC Adapter,"₹36,500",Intel,10th Gen,Core i3,10110U,4 GB,,DDR4,,,5400,,,,,Yes,256 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,39.62 cm (15.6 inch),Full HD TN 220nits Anti-glare,,IdeaPad 3,,2 x 1.5W Stereo Speakers with Dolby Audio,Built-in Dual Speakers,SSD,,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Windows 11 Home,64 bit,,No,Thin and Light Laptop,"1 x USB 2.0, 2 x USB 3.2 Gen 1",,Onsite,2 Years Warranty,720p with Privacy Shutter,1.7 kg,"11ac, 2x2",
,,Yes,Upto 7.5 Hours,4 Cell Lithium Ion Battery,v5.3,SAMSUNG Galaxy Book4 Pro 360 Evo AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) NP96...,,24 MB,,Intel Core Ultra 7,Upto 4.8GHz,Moonstone Gray,,Manufacturer Defect Only,,,355.4 x 12.8 x 252.2mm,Not Available,,1 Year,,,Upto 32 GB,,No,Yes,,Intel Integrated Arc,,1 x HDMI,HDMI,,MS Office Home and Student 2021,Internal Digital Array MIC,,QWERTY,No,,Yes,,Yes,NP960QGK-KG2IN / NP960QGK-LG2IN,NP960QGK-KG2IN / NP960QGK-LG2IN,Yes,,Physical Damage,16,64 bit,Windows 11 Home,,,NP960QGK-KG2IN / NP960QGK-LG2IN,Touchpad with Multi Finger Gesture,65W AC Adapter,"₹1,64,990",Intel,,Core Ultra 7,155H,16 GB,7467 MHz,LPDDR5X,No,No,,,,,,Yes,1 TB,"1 Notebook, 1 65W Charger, 1 Data Cable(USB-C to C, 1.8m), 1 Quick Start Guide, 1 S-Pen",2880 x 1800 Pixel,40.64 cm (16 inch),WQXGA+ Dynamic AMOLED 2X Display,Trusted Platform Module (TPM),Galaxy Book4 Pro 360 Evo AI PC,Realtek High Definition Audio,Dolby Atmos and AKG Quad Speakers,"HD Audio Codec, Dolby Atmos, Realtek High Definition Audio, Embedded Stereo Speakers, AKG Quad Speakers",SSD,Yes,"Everyday Use, Entertainment, Performance, Processing & Multitasking",Windows 11 Home,64 bit,,Yes,2 in 1 Laptop,"2 x TBT4, 1 x USB Type A",No,Onsite,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,2 Megapixel,1.66 kg,802.11a/b/g/n/ac/ax,
,,,Upto 7 hours,3 Cell,v5.2,DELL Intel Core i5 12th Gen 1235U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,,,,,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",Platinum Silver,,Manufacturing Defects,,,358 x 235 x 21.0 mm,Not Available,,,,,,,,No,,Intel Integrated UHD,1 TB,1 x HDMI 1.4,,,,,,Backlit Keyboard,,,Yes,,Yes,Inspiron 3520,New Inspiron 15 Laptop,,,Accidental Damage,,64 bit,Windows 11 Home,,,D560917WIN9S|D560886WIN9S,,,"₹49,990",Intel,12th Gen,Core i5,1235U,8 GB,,DDR4,,,,,,,,Yes,256 GB,"Laptop, battery, adapter, cables and user manuals",1920 x 1080 pixel,39.62 cm (15.6 inch),Full HD WVA AG 120Hz 250 nits Narrow Border,,,,Waves Maxx Audio Pro,Built-in Speakers,SSD,,Processing & Multitasking,Windows 11 Home,,,No,Thin and Light Laptop,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",,Onsite,1 Year Onsite Hardware Service,HD Camera,1.65 kg,Intel Wi-Fi 6 2x2 (Gig+),
,,Yes,Upto 6 hours,4,v5.1,DELL Inspiron Intel Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5518 Thin an...,,8,,,4.5,Platinum Silver,,Manufacturing Defects,,,179 X 356 X 22.9 mm,Not Available,,1 Year,,,32,,,Yes,,Intel Integrated Iris Xe Graphics,,1 x HDMI Port (v1.4),M.2 SATA,,,Yes,,Backlit Keyboard + Fingerprint Reader,,Kensington Lock Port,Yes,2,Yes,Inspiron 5518,Inspiron 5518,1 x SD card reader,,Accidental Damage,4,64 bit,Windows 11 Home,,,D560695WIN9S,Touchpad,,"₹49,903",Intel,11th Gen,Core i5,11320H,16 GB,3200 MHz,DDR4,,No,,,,,,Yes,512 GB,"Laptop, battery, adapter, cables and user manuals",1920x1080 Pixel,39.62 cm (15.6 Inch),"FHD, WVA AG Narrow Border (250nits Brightness)",,Inspiron,,Waves Maxx Audio Pro,Yes,SSD,,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Windows 11,64,,No,Thin and Light Laptop,"1 x USB type C 3.2, 2 x USB Type-A 3.2",,Onsite,1 Year Onsite Warranty,HD,1.64 Kgs,Intel Wi-Fi 6 2x2 (Gig+),
45.5 Wh Li-ion Battery,,No,,2 Cell,v5.0,Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) One 14 Z8-415 Thin and Ligh...,,,,,3.00GHz Upto 4.10GHz,Silver,,Manufacturing Defects,,DDR4,323 x 221 x 21.6,Not Available,,1 Year,,Gigabit Ethernet,Upto 32 GB,,,,,Intel Integrated Integrated,,1 x HDMI 2.0 Port,,,,,,Isolated Keys keyboard,,,No,,,Z8-415,One 14 Z8-415,,,Physical damage,,64 bit,Windows 11 Home,,,UN.599SI.009|UN.599SI.029,Touchpad with multi gesture and scrolling function,45 W Power Adapter,"₹27,999",Intel,11th Gen,Core i3,1115G4,8 GB,,DDR4,,,,,,,,Yes,256 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,35.56 cm (14 Inch),Full HD,,One,,,,SSD,,"Entertainment, Performance, Processing & Multitasking, Everyday Use, Learning, Travel & Business",Windows 11 Home,64 bit,,No,Thin and Light Laptop,"2 x USB 3.2 Gen 1 Type A, 1 x USB 3.2 Gen 1 Type C",,Onsite,1 Year Warranty,HD webcam with Privacy Camera Physical Shutter,1.49 Kg,802.11 ax,
"Alexa Support, 8 Threads, 41 Wh Li-ion Battery, Support Battery Fast Charge, MU-MIMO Supported, Miracast Compatible, Energy Star Certified, EPEAT Silver Registered",,No,,3 Cell,v4.2,HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 10 Home) 15s- EQ2042AU Thin and Light La...,,4,,NA,3.8 GHz Max Turbo Frequency,Natural Silver,,Manufacturing Defects,,,358 x 242 x 17.9,Not Available,,1 Year,,,16,,,No,,AMD Radeon,,1 x HDMI 1.4b,PCIe NVMe,,"Microsoft Office 2019 & Office 365, HP Documentation, HP BIOS Recovery, HP Smart, HP Support Assistant",Integrated Dual Array Digital Microphone,,Full-size Island-style Natural Silver Keyboard with Numeric Keypad,,,Yes,,Yes,,15s- EQ2042AU,"1 x Multi-format SD Media Card Reader (Support SD/SDHC/SDxC, and Supports Mini Versions of SD/MS Adapters)",,Physical Damage,4,64 bit,Windows 10 Home,,,3V6Q0PA#ACJ,"HP Imagepad with Multi-touch Gesture Support, Precision Touchpad Support",,"₹33,774",AMD,,Ryzen 3 Quad Core,5300U,8 GB,3200 MHz,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixels,39.62 cm (15.6 inch),"Full HD SVA Anti-glare Micro-edge WLED-backlit Display (Brightness: 250 nits, 141 ppi)",,15s,,,Built-in Dual Speakers,SSD,,Processing & Multitasking,,64,,No,Thin and Light Laptop,"1 x SuperSpeed USB Type-C 5Gbps Signaling Rate, 2 x SuperSpeed USB Type-A 5Gbps Signaling Rate",,Onsite,1 Year Onsite Warranty,HP True Vision HD Webcam,1.69 Kg,Realtek RTL8821CE 802.11b/g/n/ac (1x1),
,,No,Upto 15.5 Hours,,Yes,MICROSOFT Surface Pro 9 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) QEZ-00048 Thi...,,,,,Upto 4.4 GHz,Sapphire,,Software & Hardware Only,,,287 x 209 x 9.3 mm,Not Available,,,,,,,,,,Intel Integrated Iris Xe,,,,,,Yes,,,,,No,,,QEZ-00048,QEZ-00048,,,Physical Damage,,,Windows 11 Home,,,QEZ-00048,,,"₹99,990",Intel,12th Gen,Core i5,1235U,8 GB,,LPDDR5,,,,,,,,Yes,256 GB,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",2880 x 1920 Pixel,33.02 cm (13 inch),LED,,Surface Pro 9,,,Yes,SSD,,Processing & Multitasking,,,,Yes,Thin and Light Laptop,2 x USB,,Carry-In,1 Year Carry-in Warranty,"5 MP Front Facing Camera, 10.0 MP Rear Facing",1.7 kg,WiFi 6E : 802.11 ax Compatible,
,,Yes,,,v5.0,Acer One14 Backlit Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) Z8-415 Thin and L...,,,,,2.50GHz with Turbo boost upto 4.5GHz,Silver,,Manufacturing Defects,,,323 x 221 x 21.6 mm,Not Available,,,,,,,,,,Intel Integrated Iris Xe,,1 x HDMI 2.0 Port,,,,,,Isolated Keys keyboard,,,Yes,,,Z8-415,Z8-415,,,Physical Damage,,,Windows 11 Home,,,UN.599SI.008|UN.599SI.023,,,"₹42,287",Intel,11th Gen,Core i5,1155G7,8 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,35.56 cm (14 Inch),Full HD,,One14 Backlit,,,,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,,,Onsite,1 Year Onsite Warranty,HD webcam with Privacy Camera Physical Shutter,1.49 Kg,,
,,Yes,Upto 18 Hours,,v5.3,Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) MC8K4HN/A,,,,,,Midnight,,Manufacturing Defects,,,304.1 x 215.0 x 11.3 mm,Not Available,,1 Year,,,,,,,,NA,,,,,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather",,,Backlit Magic Keyboard,,,No,,Yes,MacBook Air,MC8K4HN/A,,,Physical Damage,,,macOS Sequoia,,,MC8K4HN/A,,,"₹1,04,737",Apple,,M3,,16 GB,,Unified Memory,,,,,,,,Yes,256 GB,"13.6 inch MacBook Air USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",2560 x 1664 Pixel,34.54 cm (13.6 Inch),"Liquid Retina display, LED-backlit display with IPS technology native resolution at 224 pixels per inch, 500 nits brightness",,,,Four-speaker sound system,Built-in Speakers,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,2 x Thunderbolt USB 4,,Onsite,1 Year Limited Warranty,1080p FaceTime HD camera,1.24 kg,Wi-Fi 6E (802.11ax),
"MU-MIMO Supported, Miracast Compatible, Built-in Alexa Support",,,Upto 12 Hours,3 Cell,v5.0,HP 14s Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14s-dy2500TU Thin and Light Laptop,,6,,,4.1 GHz Max Turbo Frequency,Jet Black,,Manufacturing Defects,,,324 x 225 x 17.9,Not Available,,1 Year,,,Upto 16 GB,,,No,,Intel Integrated UHD,,1 x HDMI 1.4b,PCIe NVMe,,"Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart, HP Support Assistant",Integrated Dual Array Digital Microphone,,Full-size Jet Black Keyboard,,,Yes,,Yes,14s-dy2500TU,14s-dy2500TU,1 x Multi-format SD Media Card Reader,,Physical Damage,2,64 bit,Windows 11 Home,,,3T169PA,HP Imagepad with Multi-touch Gesture Support,,"₹36,990",Intel,11th Gen,Core i3,,8 GB,2666 MHz,DDR4,,,,,,,,Yes,256 GB,"Laptop, Power Adapter, User Guide, Warranty Documents",1920 x 1080 Pixels,35.56 cm (14 inch),Full HD WLED-backlit IPS BrightView Micro-edge Display,,14s,,,Built-in Dual Speakers,SSD,,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",,64,,No,Thin and Light Laptop,"1 x SuperSpeed USB Type-C 5 Gbps Signaling Rate, 2 x SuperSpeed USB Type-A 5 Gbps Signaling Rate",,Onsite,1 Year Onsite Warranty,HP TrueVision HD Webcam,1.46 kg,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),
,,No,Upto 8 Hours,,Yes,Lenovo V14 Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) V14 Business Laptop,,,,,,Black Carbon,,Manufacturing Defects,,,,Not Available,,,,,,,,No,,Intel Integrated Intel Integrated,,,,,,,,,,,No,,,V14 G2-ITL,V14,,,Physical Damage,,64 bit,Windows 11 Home,,,82KAA04RIH,,,"₹35,499",Intel,12th Gen,Core i5,,8 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, Charger",1920x1080 pixel,35.56 cm (14 inch),14,,V14,,,,SSD,,"Travel & Business, Everyday Use, Processing & Multitasking",DOS,,,No,Business Laptop,,,Onsite,1 Year Carry In,,,,
,,No,,,v5.1,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and...,,,,,Max Turbo Frequency upto 4.4GHz,Arctic Grey,,Manufacturing Defects,,,359.2 x 236.5 x 19.9 mm,Not Available,,,,,,,,,,Intel Integrated UHD,,,,,,Yes,,"Non-backlit, English",,,No,,,15IAU7,15IAU7,,,Physical Damage,,,Windows 11 Home,,,82RK011DIN,,,"₹32,580",Intel,12th Gen,Core i3,1215U,8 GB,,DDR4,,,,,,,,Yes,256 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 X 1080 Pixel,39.62 cm (15.6 Inch),"Full HD, TN 250nits Anti-glare",,IdeaPad Slim 3,,,Yes,SSD,,"Processing & Multitasking, Entertainment, Learning, Performance, Travel & Business, Everyday Use",,,,No,Thin and Light Laptop,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",,Carry-In,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,HD 720p with Privacy Shutter,1.63 Kg,"Wi-Fi 6, 11ax 2x2",
,,No,Upto 9.5 hr,,v5.0,Lenovo IdeaPad 1 AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light...,,5,,AMD SoC Platform,3.5,Cloud Grey,,Manufacturing Defects,,,360.2 x 236 x 17.9 mm,Not Available,,1 Year,,,,,,No,,AMD Radeon Radeon,,1x HDMI 1.4b,PCIe NVMe,,,Dual Array Microphone,,"Non-backlit, English",,,Yes,,Yes,15ADA7,15ADA7,1x Card reader,,Physical Damage,2,64 bit,Windows 11 Home,,,82R10049IN,,65W Round Tip (3-pin),"₹30,990",AMD,,Ryzen 3 Dual Core,3250U,8 GB,2400 MHz,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,39.62 cm (15.6 Inch),"FHD, TN 220nits Anti-glare",Firmware TPM 2.0,IdeaPad 1,High Definition (HD) Audio,Dolby Audio,Dual Stereo Speakers,SSD,,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Windows 11 Home,64,,No,Thin and Light Laptop,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C® 3.2 Gen 1 (support data transfer only)",,Onsite,2 Yr Warranty,HD 720p with Privacy Shutter,1.6 Kg,"11ac, 2x2",
42 WHrs Li-ion Battery,,No,,3 Cell,v5.0,ASUS VivoBook 14 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK521WS Thin...,,12 MB,,,Upto 4.60GHz,Quiet Blue,,Manufacturing Defects,,,324.9 x 213.9 x 17.9 ~ 17.9,Not Available,,1 Year,,,,,,,,Intel Integrated Integrated,,1 x HDMI 1.4,,,,Built-in Array Digital Microphones,,Chiclet Keyboard,,,Yes,,Yes,X1404VA-NK521WS,X1404VA-NK521WS,,,Physical Damage,10,,Windows 11 Home,,,90NB10I1-M001V0,,45W AC Adapter,"₹52,990",Intel,13th Gen,Core i5,1335U,8 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,35.56 cm (14 Inch),"FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit LCD, Anti-glare display, 250nits Brightness, 82 % Screen-to-body ratio",,VivoBook 14,,,Built-in Speakers,SSD,,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Windows 11 Home,,,No,Thin and Light Laptop,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",,Onsite,1 Year Onsite Warranty,720p HD camera With privacy shutter,1.40 kg,Wi-Fi 6E(802.11ax) (Dual band) 1 x 1,
,,Yes,Upto 18 Hours,,v5.3,Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) MC8H4HN/A,,,,,,Silver,,Manufacturing Defects,,,304.1 x 215.0 x 11.3 mm,Not Available,,1 Year,,,,,,,,NA,,,,,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather",,,Backlit Magic Keyboard,,,No,,Yes,MacBook Air,MC8H4HN/A,,,Physical Damage,,,macOS Sequoia,,,MC8H4HN/A,,,"₹1,06,990",Apple,,M3,,16 GB,,Unified Memory,,,,,,,,Yes,256 GB,"13.6 inch MacBook Air USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",2560 x 1664 Pixel,34.54 cm (13.6 Inch),"Liquid Retina display, LED-backlit display with IPS technology native resolution at 224 pixels per inch, 500 nits brightness",,,,Four-speaker sound system,Built-in Speakers,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,2 x Thunderbolt USB 4,,Onsite,1 Year Limited Warranty,1080p FaceTime HD camera,1.24 kg,Wi-Fi 6E (802.11ax),
,,,,,v5.0,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ322WS Thin...,,,,,0.9 GHz upto max turbo frequency at 4.4 Ghz,Icelight Silver,,Manufacturing Defects,,,359.7 x 232.5 x 19.9 mm,Not Available,,1 Year,,,,,,No,,Intel Integrated Iris Xe,,,,,,Yes,,Backlit Chiclet Keyboard,,,Yes,,,X1502ZA-EJ322WS,X1502ZA-EJ322WS,,,Physical Damage,,,Windows 11 Home,,,90NB0VX2-M01N90,,,"₹32,990",Intel,12th Gen,Core i3,1215U,8 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, battery, power adapter, user guide",1920 x 1080 Pixel,39.62 cm (15.6 Inch),"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 220nits, 45% NTSC color gamut, Anti-glare display",,Vivobook 15,,,Built-in Speakers,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"1 x USB 2.0 Type-A, 1,x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",,Onsite,1 Year Onsite Warranty,720p HD camera With privacy shutter,1.70 Kg,Wi-Fi 6E(802.11ax) (Dual band) 2*2,
52.6-watt‑hour Lithium‑Polymer Battery,,Yes,Upto 18 Hours,,v5.3,Apple MacBook Air Apple M3 - (16 GB/512 GB SSD/macOS Sonoma) MXCV3HN/A,,,,,,Midnight,,Manufacturing Defects,,,304.1 x 215 x 11.3 mm,Not Available,,1 Year,,,,,,,,NA,,,,,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos","Three-mic array with directional beamforming, Voice Isolation and Wide Spectrum microphone modes (M3), Enhanced voice clarity in audio and video calls",,Backlit Magic Keyboard,,,No,,,MacBook Air,MXCV3HN/A,,,Physical Damage,8,,macOS Sonoma,,,MXCV3HN/A,Force Touch Trackpad,USB-C Power Adapter,"₹1,34,900",Apple,,M3,,16 GB,,Unified Memory,,,,,,,,Yes,512 GB,"MacBook Air, USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",2560 x 1664 Pixel,33.02 cm (13 Inch),"Liquid Retina display, LED-backlit Display with IPS Technology, Native Resolution at 224 pixels per inch, 500 nits Brightness",,MacBook Air,,"Four-speaker sound system, Support for Spatial Audio when playing music or video with Dolby Atmos on built-in speakers, Spatial Audio with dynamic head tracking when using, AirPods (3rd generation), AirPods Pro and AirPods Max, Three-mic array with directional beamforming, Voice Isolation and Wide Spectrum microphone modes (M3), Enhanced voice clarity in audio and video calls (M3), 3.5 mm headphone jack with advanced support for high‑impedance headphones",Built-in Speakers,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"2 x Thunderbolt / USB 4 ports with support for Charging, DisplayPort, Thunderbolt 3 (up to 40 Gbps), USB 4 (up to 40 Gbps)",,Onsite,1 Year Onsite Warranty,1080p FaceTime HD camera,1.24 Kg,Wi-Fi 6 (802.11ax),
,,Yes,,3 cell,v5.2,MSI Modern 14 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-437IN Th...,,,,,Base frequency 0.9 GHz upto Max Turbo Frequency 4.6 GHz,Classic Black,,Part Failure,,,319.9 x 223 x 19.35 mm,Not Available,,1 Year,,,,,,,,Intel Integrated Iris Xe,,1 x HDMI,,,,Yes,,Single backlight Keyboard(White),,,No,,,Modern 14 C13M-437IN,Modern 14 C13M-437IN,,,"Physical Damage, Burn, Liquid Spill",,,Windows 11 Home,,,9S7-14J112-437,,65W adapter,"₹42,990",Intel,13th Gen,Core i5,1335U,8 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power adapter",1920 x 1080 Pixel,35.56 cm (14 Inch),"Full HD, 60Hz 45%NTSC IPS-Level",,Modern 14,,,Built-in Speakers,SSD,,"Processing & Multitasking, Entertainment",,,,No,Thin and Light Laptop,"1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 1 x Type-A USB3.2 Gen2, 2 x Type-A USB2.0",,Carry-in,1 Year Carry-in Warranty,HD type (30fps@728p),1.4 Kg,Intel Wi-Fi 6 AX201(2*2 ax),
,,Yes,Upto 12.38 Hours,3 Cell,v5.1,Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 5 Thin ...,,,,,2.0 GHz with Turbo Boost Upto 4.5 GHz,Black,,Manufacturing Defects,,,313 x 219.3 x 17.99 mm,Not Available,,,,,,,,Yes,,AMD Radeon AMD,,,,,,Yes,,,,,Yes,,,TP E14 Gen 5,TP E14 Gen 5,,,Physical Damage,,,Windows 11 Home,,,21JRS00T00,,,"₹43,990",AMD,,Ryzen 5 Hexa Core,7530U,8 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, User manual, Adapter",1920 x 1200 Pixel,35.56 cm (14 Inch),WUXGA IPS Anti-glare Display,,ThinkPad E14,,,Yes,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4), 1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",,Onsite,1 Year Onsite Warranty,"HD 720p, with privacy shutter, fixed focus",1.41 Kg,"Realtek Wi-Fi 6 RTL8852BE, 802.11ax Dual Band 2x2 Wi-Fi",
